Round,Rank,Pos,Player,PosRank,Role,Score2022,Score2021,Score2020,Score2019,Score,ValueFactor,AdjValue
5,46,TE,George Kittle (SF),TE3,TE1,12.719,13.495,14.958,18.642,13.433,5,67.166
5,47,RB,David Montgomery (CHI),RB21,RB3,11.709,15.303,20.348,10.837,13.428,5,67.138
5,48,RB,Tony Pollard (DAL),RB22,RB3,16.776,10.727,4.866,2.646,13.366,5,66.831
5,49,QB,Lamar Jackson (BAL),QB6,QB1,20.789,22.996,25.11,30.823,22.275,3,66.824
5,50,WR,Tyler Lockett (SEA),WR19,WR2,13.289,13.499,13.54,12.825,13.343,5,66.716
6,51,RB,Travis Etienne Jr. (JAC),RB23,RB3,13.325,0,0,0,13.325,5,66.626
6,52,RB,Rhamondre Stevenson (NE),RB24,RB3,15.702,7.463,0,0,13.279,5,66.394
6,53,WR,DeVonta Smith (PHI),WR20,WR2,14.91,8.842,0,0,13.126,5,65.629
6,54,RB,Antonio Gibson (WAS),RB25,RB3,11.468,16.091,14.715,0,13.026,5,65.131
6,55,WR,Mike Williams (LAC),WR21,WR3,13.695,13.857,7.592,9.161,12.898,5,64.491
6,56,WR,DK Metcalf (SEA),WR22,WR3,12.219,13.28,16.694,9.792,12.81,5,64.051
6,57,WR,DJ Moore (CAR),WR23,WR3,11.847,13.752,13.992,15.805,12.736,5,63.679
6,58,WR,Marquise Brown (ARI),WR24,WR3,13.195,13.673,9.847,7.438,12.692,5,63.46
6,59,WR,Calvin Ridley (JAC),WR25,WR3,0,14.125,19.111,14.728,12.666,5,63.332
6,60,TE,T.J. Hockenson (MIN),TE4,TE1,13.146,12.97,11.782,4.575,12.537,5,62.684
7,61,WR,Chris Olave (NO),WR26,WR3,12.389,0,0,0,12.389,5,61.945
7,62,WR,Diontae Johnson (PIT),WR27,WR3,9.256,19.42,15.144,7.739,12.31,5,61.55
7,63,WR,Brandon Aiyuk (SF),WR28,WR3,13.719,7.545,15.536,0,12.286,5,61.43
7,64,RB,Miles Sanders (PHI),RB26,RB3,12.683,9.642,15.016,14.047,12.225,5,61.123
7,65,WR,Michael Pittman Jr. (IND),WR29,WR3,13.254,12.896,4.047,0,12.19,5,60.949
7,66,WR,Terry McLaurin (WAS),WR30,WR3,12.312,10.614,14.981,12.952,12.187,5,60.933
7,67,TE,Darren Waller (LV),TE5,TE1,10.06,13.115,18.187,14.644,11.866,5,59.328
7,68,QB,Justin Herbert (LAC),QB7,QB1,17.201,23.718,23.718,0,19.602,3,58.805
7,69,QB,Dak Prescott (DAL),QB8,QB1,18.252,20.481,23.224,22.936,19.54,3,58.621
7,70,QB,Geno Smith (SEA),QB9,QB1,19.532,0,0,0,19.532,3,58.597
8,71,TE,Zach Ertz (ARI),TE6,TE1,12.802,10.575,6.278,15.255,11.715,5,58.577
8,72,RB,Jamaal Williams (DET),RB27,RB3,14.045,7.96,7.275,9.751,11.632,5,58.161
8,73,QB,Tom Brady (TB),QB10,QB1,17.15,23.047,21.897,16.901,19.087,3,57.26
8,74,TE,Dallas Goedert (PHI),TE7,TE1,12.131,10.673,9.974,9.609,11.425,5,57.124
8,75,RB,Raheem Mostert (MIA),RB28,RB3,11.274,0,11.905,8.712,11.187,5,55.937
8,76,WR,Christian Kirk (JAC),WR31,WR4,11.734,10.792,8.247,11.14,11.12,5,55.601
8,77,QB,Kirk Cousins (MIN),QB11,QB2,17.592,20.366,20.529,16.211,18.51,3,55.531
8,78,DST,New England Patriots (NE),DST1,DST1,12.36,8.561,5.54,14.32,10.826,5,54.132
8,79,QB,Aaron Rodgers (GB),QB12,QB2,14.937,22.12,27.385,16.057,18.033,3,54.1
8,80,WR,Jakobi Meyers (NE),WR32,WR4,12.187,10.898,7.703,-0.551,10.78,5,53.898
9,81,TE,Pat Freiermuth (PIT),TE8,TE1,11.235,9.514,0,0,10.729,5,53.644
9,82,TE,Dalton Schultz (DAL),TE9,TE1,10.148,12.858,8.674,0,10.706,5,53.529
9,83,WR,Brandin Cooks (HOU),WR33,WR4,9.035,14.325,13.87,5.192,10.649,5,53.245
9,84,WR,Adam Thielen (MIN),WR34,WR4,8.125,14.298,15.908,8.785,10.479,5,52.397
9,85,RB,Melvin Gordon III (KC),RB29,RB3,7.826,13.008,14.228,17.032,10.222,5,51.109
9,86,WR,Garrett Wilson (NYJ),WR35,WR4,10.179,0,0,0,10.179,5,50.895
9,87,DST,Dallas Cowboys (DAL),DST2,DST1,11.291,11.075,3.331,5.629,10.158,5,50.79
9,88,RB,Devin Singletary (BUF),RB30,RB3,9.774,11.28,8.241,12.839,10.151,5,50.753
9,89,QB,Daniel Jones (NYG),QB13,QB2,18.666,14.002,12.197,17.147,16.777,3,50.331
9,90,QB,Russell Wilson (DEN),QB14,QB2,14.853,17.642,24.239,19.962,16.744,3,50.233
10,91,RB,AJ Dillon (GB),RB31,RB4,9.886,10.342,0,0,10.02,5,50.099
10,92,RB,Clyde Edwards-Helaire (KC),RB32,RB4,8.174,12.144,15.487,0,9.989,5,49.943
10,93,WR,Isaiah Hodgins (NYG),WR36,WR4,9.792,0,0,0,9.792,5,48.962
10,94,QB,Tua Tagovailoa (MIA),QB15,QB2,17.211,14.832,13.58,0,16.203,3,48.608
10,95,QB,Jimmy Garoppolo (SF),QB16,QB2,17.798,15.911,7.957,14.664,16.185,3,48.556
10,96,RB,Tyler Allgeier (ATL),RB33,RB4,9.682,0,0,0,9.682,5,48.41
10,97,QB,Justin Fields (CHI),QB17,QB2,18.877,8.846,0,0,15.927,3,47.781
10,98,WR,Sterling Shepard (NYG),WR37,WR4,9.072,8.557,12.08,14.282,9.504,5,47.522
10,99,WR,Jerry Jeudy (DEN),WR38,WR4,11.195,6.177,7.099,0,9.444,5,47.218
10,100,QB,Jared Goff (DET),QB18,QB2,16.873,12.953,15.92,15.706,15.739,3,47.218
11,101,RB,James Robinson (NYJ),RB34,RB4,6.138,12.424,20.554,0,9.31,5,46.549
11,102,RB,Damien Harris (NE),RB35,RB4,7.107,14.595,8.566,0,9.231,5,46.153
11,103,QB,Matthew Stafford (LAR),QB19,QB2,11.272,22.497,19.098,21.094,15.352,3,46.055
11,104,QB,Derek Carr (LV),QB20,QB2,15.097,15.213,16.814,15.527,15.319,3,45.957
11,105,RB,Brian Robinson Jr. (WAS),RB36,RB4,9.182,0,0,0,9.182,5,45.912
11,106,WR,Curtis Samuel (WAS),WR39,WR4,8.473,0,13.691,8.494,9.17,5,45.851
11,107,QB,Gardner Minshew II (PHI),QB21,Depth,14.447,0,19.389,17.01,15.277,3,45.831
11,108,QB,Ryan Tannehill (TEN),QB22,Depth,12.506,17.377,22.938,22.092,15.246,3,45.739
11,109,QB,Marcus Mariota (ATL),QB23,Depth,15.553,0,0,11.404,15.234,3,45.701
11,110,RB,Javonte Williams (DEN),RB37,RB4,7.793,12.197,0,0,9.088,5,45.441
12,111,K,Justin Tucker (BAL),K1,K1,10.144,10.263,9.009,10.142,10.06,4.5,45.271
12,112,RB,Latavius Murray (DEN),RB38,RB4,11.082,5.024,7.764,7.409,9.052,5,45.26
12,113,QB,Deshaun Watson (CLE),QB24,Depth,12.652,0,26.183,21.687,15.059,3,45.176
12,114,K,Daniel Carlson (LV),K2,K1,10.253,10.032,11.065,4.786,10.006,4.5,45.025
12,115,DST,Philadelphia Eagles (PHI),DST3,DST1,11.335,5.494,5.162,5.722,8.977,5,44.884
12,116,QB,Trevor Lawrence (JAC),QB25,Depth,16.571,10.936,0,0,14.914,3,44.741
12,117,QB,Sam Darnold (CAR),QB26,Depth,17.228,11.492,9.191,14.204,14.839,3,44.518
12,118,WR,Tyler Boyd (CIN),WR40,WR4,7.606,9.942,11.941,12.938,8.89,5,44.451
12,119,TE,Tyler Higbee (LAR),TE10,TE1,8.653,9.842,6.864,10.126,8.845,5,44.223
12,120,WR,Allen Lazard (GB),WR41,Depth,10.341,7.263,6.573,2.175,8.786,5,43.932
13,121,RB,J.K. Dobbins (BAL),RB39,RB4,8.526,0,10.158,0,8.759,5,43.795
13,122,TE,Taysom Hill (NO),TE11,TE2,8.648,0,0,0,8.648,5,43.238
13,123,TE,Dawson Knox (BUF),TE12,TE2,8.551,11.49,3.623,3.069,8.519,5,42.595
13,124,K,Matthew Wright (KC),K3,K1,12.57,4.168,4.028,0,9.46,4.5,42.569
13,125,RB,Myles Gaskin (MIA),RB40,RB4,0,9.066,18.61,0.423,8.505,5,42.524
13,126,WR,Darnell Mooney (CHI),WR42,Depth,7.055,12.363,7.25,0,8.472,5,42.36
13,127,TE,Evan Engram (JAC),TE13,TE2,9.236,5.134,9.06,13.432,8.402,5,42.012
13,128,WR,Robert Woods (TEN),WR43,Depth,4.096,14.562,15.294,15.221,8.388,5,41.941
13,129,WR,Jahan Dotson (WAS),WR44,Depth,8.386,0,0,0,8.386,5,41.93
13,130,DST,San Francisco 49ers (SF),DST4,DST1,9.262,7.508,4.217,10.315,8.371,5,41.857
14,131,DST,Buffalo Bills (BUF),DST5,DST1,8.426,8.472,6.959,9.44,8.342,5,41.708
14,132,TE,Gerald Everett (LAC),TE14,TE2,10.013,6.44,3.969,5.299,8.279,5,41.396
14,133,WR,Courtland Sutton (DEN),WR45,Depth,8.866,5.706,0,14.013,8.274,5,41.369
14,134,QB,Jacoby Brissett (CLE),QB27,Depth,15.759,8.626,0,13.293,13.64,3,40.921
14,135,RB,Darrell Henderson Jr. (FA),RB41,Depth,5.668,14.609,6.965,0,8.157,5,40.785
14,136,K,Cameron Dicker (LAC),K4,K1,9.027,0,0,0,9.027,4.5,40.621
14,137,K,Brett Maher (DAL),K5,K1,10.103,6.552,0,7.733,8.985,4.5,40.433
14,138,QB,Carson Wentz (WAS),QB28,Depth,11.76,14.808,17.13,18.279,13.385,3,40.154
14,139,QB,Brock Purdy (SF),QB29,Depth,13.372,0,0,0,13.372,3,40.117
14,140,QB,Jameis Winston (NO),QB30,Depth,12.174,14.651,0,20.974,13.35,3,40.051
15,141,WR,JuJu Smith-Schuster (KC),WR46,Depth,9.004,2.848,14.746,6.615,7.92,5,39.599
15,142,RB,Kareem Hunt (CLE),RB42,Depth,4.512,12.837,14.316,11.005,7.898,5,39.49
15,143,RB,Jeff Wilson Jr. (MIA),RB43,Depth,9.76,2.427,10.256,0,7.883,5,39.414
15,144,TE,Kyle Pitts (ATL),TE15,TE2,6.851,10.208,0,0,7.838,5,39.19
15,145,TE,Greg Dulcich (DEN),TE16,TE2,7.824,0,0,0,7.824,5,39.12
15,146,RB,Rashaad Penny (SEA),RB44,Depth,7,10.303,0,4.586,7.784,5,38.918
15,147,DST,New Orleans Saints (NO),DST6,DST1,7.137,8.998,7.597,9.652,7.774,5,38.869
15,148,WR,DJ Chark Jr. (DET),WR47,Depth,6.773,8.343,9.373,13.515,7.763,5,38.815
15,149,QB,Matt Ryan (IND),QB31,Depth,12.167,11.276,18.056,18.632,12.857,3,38.57
15,150,TE,Juwan Johnson (NO),TE17,TE2,7.703,0,0,0,7.703,5,38.514
NA,151,K,Robbie Gould (SF),K6,K1,8.598,9.078,5.821,9.373,8.479,4.5,38.155
NA,152,K,Michael Badgley (DET),K7,K1,9.308,7.626,6.374,5.606,8.409,4.5,37.841
NA,153,WR,Gabe Davis (BUF),WR48,Depth,9.104,4.791,5.19,0,7.557,5,37.786
NA,154,WR,Christian Watson (GB),WR49,Depth,7.552,0,0,0,7.552,5,37.76
NA,155,QB,Kenny Pickett (PIT),QB32,Depth,12.57,0,0,0,12.57,3,37.711
NA,156,WR,Cole Beasley (BUF),WR50,Depth,0,7.355,12.437,11.717,7.52,5,37.6
NA,157,WR,Rondale Moore (ARI),WR51,Depth,8.968,4.032,0,0,7.516,5,37.581
NA,158,RB,Rachaad White (TB),RB45,Depth,7.513,0,0,0,7.513,5,37.566
NA,159,WR,Drake London (ATL),WR52,Depth,7.492,0,0,0,7.492,5,37.46
NA,160,WR,Zay Jones (JAC),WR53,Depth,9.861,3.578,0,-1.568,7.482,5,37.408
NA,161,K,Jason Myers (SEA),K8,K1,10.031,4.374,8.556,6.721,8.304,4.5,37.367
NA,162,RB,Zonovan Knight (NYJ),RB46,Depth,7.473,0,0,0,7.473,5,37.363
NA,163,TE,David Njoku (CLE),TE18,TE2,9.041,5.123,0,0.035,7.453,5,37.263
NA,164,WR,Russell Gage (TB),WR54,Depth,5.897,11.328,9.43,2.52,7.439,5,37.195
NA,165,RB,Jerick McKinnon (KC),RB47,Depth,10.991,-0.477,5.697,0,7.416,5,37.082
NA,166,QB,Taylor Heinicke (WAS),QB33,Depth,11.998,13.21,0,0,12.354,3,37.063
NA,167,TE,Tyler Conklin (NYJ),TE19,TE2,7.307,7.64,0,0,7.405,5,37.024
NA,168,K,Matt Prater (ARI),K9,K1,8.243,9.135,5.993,7.236,8.191,4.5,36.859
NA,169,K,Tyler Bass (BUF),K10,K1,7.951,8.18,9.642,0,8.19,4.5,36.853
NA,170,DST,Baltimore Ravens (BAL),DST7,DST1,8.468,3.588,8.828,9.79,7.35,5,36.752
NA,171,K,Nick Folk (NE),K11,K2,7.594,10.036,6.846,7.689,8.134,4.5,36.604
NA,172,RB,Kenyan Drake (BAL),RB48,Depth,5.71,6.872,13.365,14.91,7.226,5,36.131
NA,173,K,Chris Boswell (PIT),K12,K2,7.659,9.571,6.835,6.984,8.021,4.5,36.094
NA,174,K,Younghoe Koo (ATL),K13,K2,7.663,6.646,11.545,12.136,8.02,4.5,36.092
NA,175,K,Eddy Pineiro (CAR),K14,K2,8.908,6.448,0,5.129,8.015,4.5,36.066
NA,176,RB,Michael Carter (NYJ),RB49,Depth,6.033,9.987,0,0,7.196,5,35.979
NA,177,K,Harrison Butker (KC),K15,K2,7.066,9.389,8.213,11.604,7.988,4.5,35.947
NA,178,TE,Noah Fant (SEA),TE20,TE2,5.787,9.64,10.131,5.099,7.15,5,35.752
NA,179,TE,Hunter Henry (NE),TE21,Depth,4.821,9.893,11.074,13.316,7.139,5,35.696
NA,180,K,Greg Zuerlein (NYJ),K16,K2,7.16,9.081,9.911,7.383,7.926,4.5,35.668
NA,181,K,Riley Patterson (JAC),K17,K2,7.97,7.635,0,0,7.872,4.5,35.422
NA,182,RB,Cam Akers (LAR),RB50,Depth,7.035,0,7.192,0,7.058,5,35.289
NA,183,DST,Green Bay Packers (GB),DST8,DST1,7.784,5.938,5.431,6.287,7.012,5,35.062
NA,184,QB,Teddy Bridgewater (MIA),QB34,Depth,0,13.954,16.325,11.583,11.686,3,35.057
NA,185,RB,Elijah Mitchell (SF),RB51,Depth,3.774,14.719,0,0,6.993,5,34.964
NA,186,WR,Mecole Hardman (KC),WR55,Depth,8.503,4.904,4.578,3.928,6.982,5,34.912
NA,187,QB,Taysom Hill (NO),QB35,Depth,0,14.372,13.604,0,11.605,3,34.816
NA,188,K,Matt Gay (LAR),K18,K2,6.173,9.637,10.653,9.009,7.629,4.5,34.331
NA,189,K,Graham Gano (NYG),K19,K2,8.418,5.502,7.644,0,7.569,4.5,34.062
NA,190,K,Dustin Hopkins (LAC),K20,K2,7.172,8.76,7.979,5.11,7.546,4.5,33.959
NA,191,WR,Marvin Jones Jr. (JAC),WR56,Depth,4.461,8.704,12.843,12.847,6.779,5,33.895
NA,192,QB,Mac Jones (NE),QB36,Depth,10.994,11.911,0,0,11.264,3,33.792
NA,193,TE,Logan Thomas (WAS),TE22,Depth,4.602,10.044,11.358,0,6.745,5,33.725
NA,194,WR,Allen Robinson II (LAR),WR57,Depth,5.341,4.126,16.804,16.362,6.734,5,33.672
NA,195,DST,Kansas City Chiefs (KC),DST9,DST1,6.606,6.913,5.434,9.375,6.704,5,33.521
NA,196,WR,Donovan Peoples-Jones (CLE),WR58,Depth,7.767,4.11,0,0,6.691,5,33.457
NA,197,K,Brandon McManus (DEN),K21,Depth,7.417,7.067,7.882,8.105,7.411,4.5,33.347
NA,198,DST,Seattle Seahawks (SEA),DST10,DST1,7.159,5.089,6.918,7.708,6.645,5,33.224
NA,199,RB,D'Onta Foreman (CAR),RB52,Depth,5.337,9.648,0,0,6.605,5,33.023
NA,200,RB,Duke Johnson Jr. (BUF),RB53,Depth,0,8.771,5.923,8.325,6.562,5,32.812
NA,201,QB,Andy Dalton (NO),QB37,Depth,9.974,10.735,12.986,15.929,10.763,3,32.29
NA,202,K,Evan McPherson (CIN),K22,Depth,6,9.984,0,0,7.171,4.5,32.271
NA,203,K,Wil Lutz (NO),K23,Depth,6.487,0,8.824,11.632,7.142,4.5,32.137
NA,204,WR,Michael Gallup (DAL),WR59,Depth,4.528,8.471,8.274,14.971,6.41,5,32.052
NA,205,K,Jason Sanders (MIA),K24,Depth,7.042,5.948,11.265,5.433,7.11,4.5,31.997
NA,206,K,Ryan Succop (TB),K25,Depth,6.88,7.836,9.159,1.032,7.054,4.5,31.744
NA,207,WR,K.J. Osborn (MIN),WR60,Depth,6.288,6.488,0,0,6.347,5,31.736
NA,208,RB,Chase Edmonds (DEN),RB54,Depth,3.805,11.802,10.033,2.191,6.346,5,31.732
NA,209,WR,Hunter Renfrow (LV),WR61,Depth,2.598,15.574,5.167,7.361,6.337,5,31.686
NA,210,WR,Corey Davis (NYJ),WR62,Depth,4.388,9.23,11.786,3.875,6.313,5,31.564
NA,211,DST,Miami Dolphins (MIA),DST11,DST2,5.304,8.677,8.946,0.565,6.274,5,31.372
NA,212,WR,Treylon Burks (TEN),WR63,Depth,6.263,0,0,0,6.263,5,31.314
NA,213,DST,Indianapolis Colts (IND),DST12,DST2,4.784,8.309,9.378,7.454,6.258,5,31.289
NA,214,WR,Cedrick Wilson Jr. (MIA),WR64,Depth,0,7.616,0,0,6.245,5,31.225
NA,215,RB,Isiah Pacheco (KC),RB55,Depth,6.216,0,0,0,6.216,5,31.081
NA,216,QB,Joe Flacco (NYJ),QB38,Depth,10.545,0,10.228,7.655,10.31,3,30.93
NA,217,QB,Trevor Siemian (CHI),QB39,Depth,0,12.544,0,0,10.286,3,30.859
NA,218,WR,George Pickens (PIT),WR65,Depth,6.135,0,0,0,6.135,5,30.674
NA,219,WR,Richie James Jr. (NYG),WR66,Depth,6.956,0,1.206,0,6.135,5,30.673
NA,220,DST,Tampa Bay Buccaneers (TB),DST13,DST2,4.96,8.021,7.246,7.994,6.106,5,30.529
NA,221,WR,Mack Hollins (LV),WR67,Depth,6.063,0,0,0,6.063,5,30.316
NA,222,QB,Davis Mills (HOU),QB40,Depth,10.003,10.275,0,0,10.083,3,30.248
NA,223,DST,Los Angeles Rams (LAR),DST14,DST2,4.726,6.892,9.995,9.427,6.03,5,30.148
NA,224,QB,Baker Mayfield (LAR),QB41,Depth,7.708,13.03,14.043,15.251,10.049,3,30.147
NA,225,DST,Arizona Cardinals (ARI),DST15,DST2,5.871,6.801,6.728,2.468,6.019,5,30.095
NA,226,TE,Cole Kmet (CHI),TE23,Depth,6.907,6.05,0.436,0,6,5,30.001
NA,227,WR,Nico Collins (HOU),WR68,Depth,7.678,1.895,0,0,5.977,5,29.884
NA,228,QB,Mitch Trubisky (PIT),QB42,Depth,8.297,0,18.343,13.084,9.955,3,29.866
NA,229,RB,J.D. McKissic (WAS),RB56,Depth,3.036,11.348,12.109,1.798,5.959,5,29.797
NA,230,WR,Rashid Shaheed (NO),WR69,Depth,5.957,0,0,0,5.957,5,29.783
NA,231,TE,Hayden Hurst (CIN),TE24,Depth,6.836,2.488,9.121,0,5.933,5,29.664
NA,232,K,Greg Joseph (MIN),K26,Depth,5.798,9.641,0,-0.899,6.494,4.5,29.222
NA,233,WR,Joshua Palmer (LAC),WR70,Depth,7.387,2.067,0,0,5.822,5,29.111
NA,234,DST,Jacksonville Jaguars (JAC),DST16,DST2,8.318,1.455,1.139,5.866,5.761,5,28.807
NA,235,K,Mason Crosby (GB),K27,Depth,6.059,7.217,6.359,6.325,6.392,4.5,28.764
NA,236,K,Cade York (CLE),K28,Depth,6.391,0,0,0,6.391,4.5,28.76
NA,237,DST,Denver Broncos (DEN),DST17,DST2,5.63,6.752,3.521,5.417,5.689,5,28.444
NA,238,WR,Jarvis Landry (NO),WR71,Depth,2.378,9.811,11.156,13.751,5.682,5,28.412
NA,239,DST,Carolina Panthers (CAR),DST18,DST2,6.578,4.106,4.795,4.211,5.663,5,28.317
NA,240,WR,Tim Patrick (DEN),WR72,Depth,0,7.573,8.419,0.099,5.617,5,28.087
NA,241,WR,Chase Claypool (CHI),WR73,Depth,2.968,9.638,11.375,0,5.608,5,28.04
NA,242,TE,Mike Gesicki (MIA),TE25,Depth,3.043,9.684,9.658,7.502,5.588,5,27.938
NA,243,QB,Tyrod Taylor (NYG),QB43,Depth,0,11.346,0,0,9.304,3,27.912
NA,244,DST,Pittsburgh Steelers (PIT),DST19,DST2,4.571,5.52,8.662,11.868,5.582,5,27.91
NA,245,TE,Robert Tonyan (GB),TE26,Depth,5.351,4.199,10.208,0,5.559,5,27.797
NA,246,K,Zane Gonzalez (CAR),K29,Depth,0,7.15,7.817,8.438,6.132,4.5,27.593
NA,247,DST,Tennessee Titans (TEN),DST20,DST2,5.474,6.249,1.315,8.268,5.391,5,26.956
NA,248,WR,Julio Jones (TB),WR74,Depth,3.075,4.487,14.793,18.813,5.387,5,26.935
NA,249,DST,New York Giants (NYG),DST21,Depth,6.146,3.562,6.323,3.359,5.379,5,26.893
NA,250,DST,Minnesota Vikings (MIN),DST22,Depth,4.754,7.505,1.664,9.062,5.348,5,26.739
NA,251,K,Ka'imi Fairbairn (HOU),K30,Depth,7.209,2.159,7.843,5.782,5.939,4.5,26.724
NA,252,QB,Zach Wilson (NYJ),QB44,Depth,8.362,10.093,0,0,8.871,3,26.613
NA,253,K,Jake Elliott (PHI),K31,Depth,5.747,7.907,1.876,5.995,5.912,4.5,26.604
NA,254,WR,Rashod Bateman (BAL),WR75,Depth,5.131,5.762,0,0,5.317,5,26.585
NA,255,WR,T.Y. Hilton (DAL),WR76,Depth,4.936,3.612,8.998,10.486,5.289,5,26.444
NA,256,WR,DeVante Parker (NE),WR77,Depth,2.264,8.633,10.366,14.598,5.283,5,26.417
NA,257,DST,Washington Commanders (WAS),DST23,Depth,5.401,4.033,7.837,4.756,5.27,5,26.351
NA,258,WR,Darius Slayton (NYG),WR78,Depth,6.647,1.1,5.455,9.185,5.268,5,26.34
NA,259,DST,Cincinnati Bengals (CIN),DST24,Depth,6.05,5.817,0.468,2.216,5.242,5,26.209
NA,260,DST,Cleveland Browns (CLE),DST25,Depth,5.566,4.715,4.719,4.839,5.232,5,26.16
NA,261,DST,New York Jets (NYJ),DST26,Depth,6.92,1.505,2.486,8.615,5.207,5,26.037
NA,262,TE,Irv Smith Jr. (MIN),TE27,Depth,5.453,0,5.326,1.97,5.204,5,26.018
NA,263,WR,Van Jefferson (LAR),WR79,Depth,4.251,7.333,0,0,5.157,5,25.787
NA,264,QB,Mike White (NYJ),QB45,Depth,8.809,7.802,0,0,8.513,3,25.539
NA,265,WR,Kenny Golladay (NYG),WR80,Depth,0,2.727,10.468,15.242,5.106,5,25.529
