Rank,Player,REC,TGT,RecYDS,Y/R,LG,20+,RecTD,ATT,RushYDS,RushTD,FL,G,FPTS,FPTS/G,ROST,Season
181,Ashton Dulin (IND),3,6,53,17.7,34,2,0,2,11,0,0,13,7.9,0.6,0.1%,2020
199,Ashton Dulin (IND),2,2,17,8.5,13,0,0,0,0,0,0,13,2.7,0.2,0.1%,2019
71,Auden Tate (ARI),40,80,575,14.4,33,10,1,0,0,0,1,13,81.5,6.3,0.0%,2019
148,Auden Tate (ARI),14,22,150,10.7,19,0,0,0,0,0,0,9,22,2.4,0.0%,2020
167,Auden Tate (ARI),3,4,39,13,18,0,1,0,0,0,0,4,11.4,2.9,0.0%,2021
170,Austin Carr (FA),3,4,27,9,11,0,1,0,0,0,0,6,10.2,1.7,0.0%,2020
207,Austin Carr (FA),1,4,9,9,9,0,0,0,0,0,0,7,1.4,0.2,0.0%,2019
165,Austin Mack (FA),7,11,91,13,50,4,0,0,0,0,0,11,12.6,1.1,0.0%,2020
196,Austin Trammell (LAR),2,4,13,6.5,8,0,0,0,0,0,0,2,2.3,1.2,0.0%,2022
87,Ben Skowronek (LAR),39,61,376,9.6,32,7,0,1,17,1,0,14,64.8,4.6,3.2%,2022
150,Ben Skowronek (LAR),11,20,133,12.1,35,3,0,0,0,0,0,12,18.8,1.6,3.2%,2021
119,Bennie Fowler III (FA),23,36,193,8.4,17,0,0,1,20,0,0,8,34.8,4.4,0.0%,2019
204,Bennie Fowler III (FA),2,6,11,5.5,7,0,0,0,0,0,0,5,2.1,0.4,0.0%,2020
251,Binjimen Victor (BAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
87,Bisi Johnson (MIN),31,45,294,9.5,23,1,3,1,6,0,0,16,63.5,4,0.0%,2019
134,Bisi Johnson (MIN),14,19,189,13.5,29,3,0,0,0,0,0,16,27.9,1.7,0.0%,2020
195,Bobo Wilson (FA),3,11,35,11.7,14,0,0,0,0,0,1,6,3,0.5,0.1%,2019
289,Bradley Marquez (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
15,Brandin Cooks (HOU),81,119,"1,150",14.2,57,32,6,0,0,0,0,15,191.5,12.8,66.0%,2020
20,Brandin Cooks (HOU),90,134,"1,037",11.5,52,24,6,2,21,0,0,16,186.8,11.7,66.0%,2021
52,Brandin Cooks (HOU),52,87,593,11.4,44,17,2,2,7,0,0,12,98,8.2,66.0%,2022
62,Brandin Cooks (HOU),42,72,583,13.9,57,12,2,6,52,0,0,14,96.5,6.9,66.0%,2019
15,Brandon Aiyuk (SF),74,109,956,12.9,54,21,8,2,23,0,1,16,180.9,11.3,91.8%,2022
33,Brandon Aiyuk (SF),60,96,748,12.5,49,14,5,6,77,2,0,12,154.5,12.9,91.8%,2020
36,Brandon Aiyuk (SF),56,84,826,14.8,43,23,5,5,17,0,1,17,142.3,8.4,91.8%,2021
152,Brandon Johnson (DEN),6,14,42,7,12,0,1,0,0,0,0,4,13.2,3.3,0.0%,2022
246,Brandon LaFell (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
244,Brandon Marshall (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6%,2019
120,Brandon Powell (LAR),23,29,154,6.7,16,0,0,16,65,0,0,16,33.4,2.1,0.3%,2022
141,Brandon Powell (LAR),12,18,69,5.8,13,0,2,2,7,0,1,15,23.6,1.6,0.3%,2020
185,Brandon Powell (LAR),0,0,0,0,0,0,0,0,0,0,0,6,6,1,0.3%,2021
248,Brandon Smith (DAL),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
243,Brandon Tate (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
121,Brandon Zylstra (DET),18,25,250,13.9,55,7,1,0,0,0,0,12,40,3.3,0.0%,2021
147,Brandon Zylstra (DET),8,12,106,13.3,40,4,0,0,0,0,0,8,14.6,1.8,0.0%,2019
188,Brandon Zylstra (DET),3,4,35,11.7,28,1,0,1,1,0,0,16,5.1,0.3,0.0%,2020
345,Brandon Zylstra (DET),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
59,Braxton Berrios (NYJ),46,65,431,9.4,46,7,2,7,40,2,1,16,98.1,6.1,1.0%,2021
82,Braxton Berrios (NYJ),37,55,394,10.6,43,10,3,3,29,0,0,16,78.8,4.9,1.0%,2020
103,Braxton Berrios (NYJ),18,32,145,8.1,25,2,0,9,91,2,0,16,48.7,3,1.0%,2022
152,Braxton Berrios (NYJ),6,13,115,19.2,69,5,0,0,0,0,1,16,12.5,0.8,1.0%,2019
210,Braylon Sanders (MIA),2,3,17,8.5,13,0,0,0,0,0,1,2,0.7,0.4,0.0%,2022
48,Breshad Perriman (TB),36,69,645,17.9,44,23,6,2,16,0,0,14,120.1,8.6,0.2%,2019
75,Breshad Perriman (TB),30,60,505,16.8,53,19,3,1,6,0,0,12,84.1,7,0.2%,2020
136,Breshad Perriman (TB),11,18,167,15.2,58,7,1,1,-3,0,0,5,27.9,5.6,0.2%,2021
143,Breshad Perriman (TB),8,17,101,12.6,28,2,1,2,-7,0,1,7,17.4,2.5,0.2%,2022
233,Brian Quick (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
281,Britain Covey (PHI),0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0%,2022
64,Bryan Edwards (FA),34,59,571,16.8,51,19,3,1,0,0,0,16,92.1,5.8,0.2%,2021
131,Bryan Edwards (FA),11,15,193,17.5,34,6,1,0,0,0,0,12,30.8,2.6,0.2%,2020
187,Bryan Edwards (FA),3,5,15,5,10,0,0,0,0,0,0,4,3,0.8,0.2%,2022
57,Byron Pringle (CHI),42,60,568,13.5,40,14,5,0,0,0,1,16,105.8,6.6,0.2%,2021
126,Byron Pringle (CHI),13,17,160,12.3,37,5,1,0,0,0,0,12,34.5,2.9,0.2%,2020
127,Byron Pringle (CHI),9,15,130,14.4,35,4,2,0,0,0,0,9,29.5,3.3,0.2%,2022
131,Byron Pringle (CHI),12,16,170,14.2,28,3,1,0,0,0,0,16,29,1.8,0.2%,2019
160,C.J. Board (TEN),11,16,101,9.2,16,0,0,1,3,0,0,14,15.9,1.1,0.0%,2020
179,C.J. Board (TEN),4,6,51,12.8,38,2,0,1,6,0,0,6,7.7,1.3,0.0%,2021
185,C.J. Board (TEN),2,4,31,15.5,23,1,0,0,0,0,0,4,4.1,1,0.0%,2019
204,C.J. Board (TEN),1,1,6,6,6,0,0,0,0,0,0,4,1.1,0.3,0.0%,2022
211,C.J. Saunders (CAR),2,2,11,5.5,8,0,0,0,0,0,0,1,2.1,2.1,0.0%,2021
309,Cade Johnson (SEA),0,2,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
4,Calvin Ridley (JAC),90,143,"1,374",15.3,63,36,9,5,1,0,1,15,236.5,15.8,2.4%,2020
25,Calvin Ridley (JAC),63,93,866,13.7,36,16,7,2,34,0,0,13,165.5,12.7,2.4%,2019
105,Calvin Ridley (JAC),31,52,281,9.1,22,3,2,0,0,0,0,5,55.6,11.1,2.4%,2021
221,Cam Phillips (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
91,Cam Sims (WAS),32,48,477,14.9,50,18,1,1,5,0,0,16,70.2,4.4,0.0%,2020
120,Cam Sims (WAS),15,23,211,14.1,43,4,2,1,7,0,0,12,41.3,3.4,0.0%,2021
153,Cam Sims (WAS),8,17,89,11.1,21,1,0,0,0,0,0,12,12.9,1.1,0.0%,2022
189,Cam Sims (WAS),2,3,27,13.5,15,0,0,0,0,0,0,8,3.7,0.5,0.0%,2019
138,Cameron Batson (FA),12,13,100,8.3,18,0,1,4,20,0,0,12,24,2,0.0%,2020
170,Cameron Batson (FA),2,5,15,7.5,13,0,1,2,15,0,0,4,10,2.5,0.0%,2021
44,Cedrick Wilson Jr. (MIA),45,61,602,13.4,73,16,6,2,11,0,0,14,125.3,9,0.9%,2021
114,Cedrick Wilson Jr. (MIA),17,28,189,11.1,42,6,2,3,-12,0,0,16,43.1,2.7,0.9%,2020
137,Cedrick Wilson Jr. (MIA),12,18,136,11.3,21,2,0,1,8,0,0,13,20.4,1.6,0.9%,2022
168,Cedrick Wilson Jr. (MIA),5,8,46,9.2,14,0,0,0,0,0,0,6,7.1,1.2,0.9%,2019
6,CeeDee Lamb (DAL),102,149,"1,307",12.8,39,30,8,10,47,0,0,16,234.4,14.7,99.9%,2022
18,CeeDee Lamb (DAL),79,120,"1,102",13.9,49,31,6,9,76,0,0,16,193.3,12.1,99.9%,2021
20,CeeDee Lamb (DAL),74,111,935,12.6,52,29,5,10,82,1,1,16,180.7,11.3,99.9%,2020
117,Chad Beebe (FA),20,30,201,10.1,40,3,2,0,0,0,1,14,40.1,2.9,0.0%,2020
166,Chad Beebe (FA),2,2,70,35,61,4,0,0,0,0,0,3,8,2.7,0.0%,2019
119,Chad Hansen (FA),17,24,236,13.9,38,4,1,0,0,0,0,5,38.1,7.6,0.0%,2020
274,Chad Williams (FA),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
284,Charone Peake (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
19,Chase Claypool (CHI),62,109,873,14.1,84,26,9,10,16,2,1,16,183.9,11.5,44.9%,2020
37,Chase Claypool (CHI),59,105,860,14.6,59,26,2,14,96,0,0,15,137.1,9.1,44.9%,2021
76,Chase Claypool (CHI),44,73,422,9.6,31,7,1,9,59,0,1,14,78.1,5.6,44.9%,2022
111,Chester Rogers (FA),30,43,301,10,39,4,1,1,9,0,1,16,50,3.1,0.0%,2021
112,Chester Rogers (FA),16,28,179,11.2,27,2,2,1,18,0,1,12,37.7,3.1,0.0%,2019
355,Chester Rogers (FA),0,0,0,0,0,0,0,0,0,0,1,3,-2,-0.7,0.0%,2022
42,Chris Conley (TEN),47,90,775,16.5,70,21,5,0,0,0,0,16,133,8.3,0.1%,2019
84,Chris Conley (TEN),40,63,471,11.8,51,9,2,0,0,0,1,15,77.1,5.1,0.1%,2020
108,Chris Conley (TEN),22,37,323,14.7,41,10,2,1,3,0,1,14,53.6,3.8,0.1%,2021
173,Chris Conley (TEN),4,7,46,11.5,27,1,0,0,0,0,0,4,6.6,1.7,0.1%,2022
2,Chris Godwin (TB),86,121,"1,333",15.5,71,38,9,1,8,0,0,14,233.1,16.7,96.3%,2019
17,Chris Godwin (TB),98,127,"1,103",11.3,44,19,5,4,21,1,2,14,193.4,13.8,96.3%,2021
20,Chris Godwin (TB),98,135,968,9.9,44,13,3,3,5,0,1,14,164.3,11.7,96.3%,2022
32,Chris Godwin (TB),65,84,840,12.9,47,23,7,0,0,0,0,12,158.5,13.2,96.3%,2020
156,Chris Hogan (FA),14,26,118,8.4,27,1,0,0,0,0,0,5,18.8,3.8,0.0%,2020
163,Chris Hogan (FA),4,8,41,10.3,16,0,1,0,0,0,0,5,12.1,2.4,0.0%,2021
159,Chris Hogan (FA),8,15,67,8.4,13,0,0,0,0,0,0,7,10.7,1.5,0.0%,2019
167,Chris Lacy (LV),3,10,60,20,48,3,0,0,0,0,0,7,7.5,1.1,0.0%,2019
59,Chris Moore (HOU),46,68,526,11.4,52,16,2,2,5,0,0,14,88.1,6.3,12.4%,2022
116,Chris Moore (HOU),21,22,227,10.8,67,7,2,0,0,0,0,10,45.2,4.5,12.4%,2021
190,Chris Moore (HOU),3,5,21,7,13,0,0,1,0,0,0,14,3.6,0.3,12.4%,2019
240,Chris Moore (HOU),0,0,0,0,0,0,0,0,0,0,0,3,0,0,12.4%,2020
25,Chris Olave (NO),67,107,982,14.7,53,24,3,0,0,0,1,14,149.7,10.7,89.0%,2022
299,Chris Pierce Jr. (ARI),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
215,Chris Rowland (FA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2020
150,Christian Blake (FA),13,18,141,10.8,25,3,0,0,0,0,0,16,20.6,1.3,0.0%,2020
146,Christian Blake (FA),11,24,91,8.3,13,0,0,0,0,0,0,9,14.6,1.6,0.0%,2019
195,Christian Blake (FA),4,10,25,6.3,8,0,0,0,0,0,0,10,4.5,0.5,0.0%,2021
14,Christian Kirk (JAC),78,125,"1,009",12.9,49,24,7,5,11,0,1,16,181,11.3,95.2%,2022
26,Christian Kirk (JAC),77,103,982,12.8,50,28,5,1,11,0,0,17,169.1,9.9,95.2%,2021
40,Christian Kirk (JAC),68,108,709,10.4,69,12,3,10,93,0,0,13,134.2,10.3,95.2%,2019
50,Christian Kirk (JAC),48,79,621,12.9,80,17,6,2,3,0,0,14,122.4,8.7,95.2%,2020
38,Christian Watson (GB),36,59,507,14.1,63,13,7,5,68,2,0,13,129.5,10,88.2%,2022
182,Cody Core (FA),3,5,28,9.3,11,0,0,0,0,0,0,16,4.3,0.3,0.0%,2019
171,Cody Hollister (TEN),3,5,54,18,27,2,0,0,0,0,0,6,6.9,1.2,0.0%,2022
190,Cody Hollister (TEN),4,7,33,8.3,14,0,0,0,0,0,0,3,5.3,1.8,0.0%,2021
202,Cody Hollister (TEN),2,2,13,6.5,11,0,0,0,0,0,0,5,2.3,0.5,0.0%,2019
209,Cody Hollister (TEN),1,1,12,12,12,0,0,0,0,0,0,2,1.7,0.9,0.0%,2020
92,Cody Latimer (FA),24,42,300,12.5,43,8,2,0,0,0,0,15,54,3.6,0.0%,2019
239,Cody Thompson (SEA),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
240,Cody Thompson (SEA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2022
186,Cody White (PIT),5,6,33,6.6,11,0,0,0,0,0,0,6,5.8,1,0.0%,2021
209,Cody White (PIT),1,1,2,2,2,0,0,0,0,0,0,1,0.7,0.7,0.0%,2022
26,Cole Beasley (BUF),82,107,967,11.8,35,17,4,0,0,0,0,15,166.5,11.1,0.9%,2020
34,Cole Beasley (BUF),67,106,778,11.6,51,14,6,0,0,0,0,15,151.3,10.1,0.9%,2019
47,Cole Beasley (BUF),82,112,693,8.5,29,5,1,0,0,0,0,16,118.3,7.4,0.9%,2021
174,Cole Beasley (BUF),6,8,35,5.8,9,0,0,0,0,0,0,5,6.5,1.3,0.9%,2022
107,Collin Johnson (NYG),18,31,272,15.1,46,8,2,0,0,0,0,14,50.2,3.6,0.0%,2020
154,Collin Johnson (NYG),11,21,105,9.5,16,0,0,0,0,0,0,8,16,2,0.0%,2021
1,Cooper Kupp (LAR),145,191,"1,947",13.4,59,57,16,4,18,0,0,17,367,21.6,77.5%,2021
4,Cooper Kupp (LAR),94,134,"1,161",12.4,66,33,10,2,4,0,0,16,223.5,14,77.5%,2019
21,Cooper Kupp (LAR),75,98,812,10.8,75,18,6,9,52,1,1,9,163.9,18.2,77.5%,2022
27,Cooper Kupp (LAR),92,124,974,10.6,55,20,3,4,33,0,1,15,162.7,10.8,77.5%,2020
287,Corey Coleman (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2019
31,Corey Davis (NYJ),65,92,984,15.1,75,24,5,0,0,0,1,14,158.9,11.4,16.1%,2020
64,Corey Davis (NYJ),43,69,601,14,38,11,2,0,0,0,0,15,93.6,6.2,16.1%,2019
66,Corey Davis (NYJ),34,59,492,14.5,53,14,4,0,0,0,1,9,88.2,9.8,16.1%,2021
73,Corey Davis (NYJ),31,61,519,16.7,66,13,2,0,0,0,0,12,79.4,6.6,16.1%,2022
19,Courtland Sutton (DEN),72,124,"1,112",15.4,70,36,6,3,17,0,0,16,186.4,11.7,78.2%,2019
46,Courtland Sutton (DEN),58,98,776,13.4,55,19,2,0,0,0,0,17,121.2,7.1,78.2%,2021
45,Courtland Sutton (DEN),61,102,796,13,51,17,1,1,5,0,0,14,116.6,8.3,78.2%,2022
180,Courtland Sutton (DEN),3,6,66,22,45,4,0,0,0,0,0,1,8.1,8.1,78.2%,2020
25,Curtis Samuel (WAS),77,97,851,11.1,44,16,3,41,200,2,0,15,173.6,11.6,58.3%,2020
36,Curtis Samuel (WAS),54,105,627,11.6,44,13,6,19,130,1,0,16,144.7,9,58.3%,2019
27,Curtis Samuel (WAS),63,91,658,10.4,49,13,4,37,191,1,1,16,144.4,9,58.3%,2022
183,Curtis Samuel (WAS),6,9,27,4.5,10,0,0,4,11,0,0,5,6.8,1.4,58.3%,2021
122,Cyril Grayson Jr. (FA),10,12,212,21.2,62,11,2,1,14,0,0,3,39.6,13.2,0.0%,2021
211,Cyril Grayson Jr. (FA),1,1,3,3,3,0,0,0,0,0,0,2,0.8,0.4,0.0%,2019
242,Cyril Grayson Jr. (FA),0,3,0,0,0,0,0,0,0,0,0,3,0,0,0.0%,2020
191,D.J. Montgomery (HOU),3,6,36,12,14,0,0,0,0,0,0,2,5.1,2.6,0.0%,2021
188,Da'Mari Scott (FA),2,3,22,11,11,0,0,1,5,0,0,5,3.7,0.7,0.0%,2019
106,DaeSean Hamilton (FA),23,44,293,12.7,40,4,2,0,0,0,1,16,50.8,3.2,0.0%,2020
98,DaeSean Hamilton (FA),28,52,297,10.6,28,4,1,0,0,0,0,16,49.7,3.1,0.0%,2019
67,Damiere Byrd (ATL),47,77,604,12.9,42,15,1,2,15,0,0,16,91.4,5.7,0.1%,2020
91,Damiere Byrd (ATL),32,46,359,11.2,58,10,1,0,0,0,1,11,55.9,5.1,0.1%,2019
110,Damiere Byrd (ATL),26,38,329,12.7,54,6,1,0,0,0,1,11,51.9,4.7,0.1%,2021
107,Damiere Byrd (ATL),12,22,268,22.3,75,8,2,0,0,0,0,11,44.8,4.1,0.1%,2022
126,Damion Ratley (FA),12,24,200,16.7,46,6,1,0,0,0,0,13,32,2.5,0.0%,2019
179,Damion Ratley (FA),4,10,63,15.8,29,1,0,0,0,0,0,5,8.3,1.7,0.0%,2020
250,Damion Ratley (FA),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0%,2021
151,Damion Willis (FA),9,16,82,9.1,17,0,0,0,0,0,0,10,12.7,1.3,0.0%,2019
218,Dan Chisena (MIN),0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0%,2020
228,Dan Chisena (MIN),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2021
218,Dan Chisena (MIN),0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0%,2022
53,Danny Amendola (FA),62,97,678,10.9,47,11,1,0,0,0,0,15,109.6,7.3,0.0%,2019
76,Danny Amendola (FA),46,69,602,13.1,50,13,0,1,2,0,0,14,83.4,6,0.0%,2020
103,Danny Amendola (FA),24,38,248,10.3,39,6,3,0,0,0,0,8,56.8,7.1,0.0%,2021
195,Danny Gray (SF),1,7,10,10,10,0,0,1,9,0,0,7,2.4,0.3,0.1%,2022
100,Dante Pettis (CHI),17,35,226,13.3,51,7,3,2,37,0,0,16,52.8,3.3,0.1%,2022
130,Dante Pettis (CHI),11,24,109,9.9,21,2,2,0,0,0,0,11,29,2.6,0.1%,2019
147,Dante Pettis (CHI),10,16,87,8.7,27,1,1,0,0,0,0,3,20.3,6.8,0.1%,2021
163,Dante Pettis (CHI),4,6,76,19,33,3,1,0,0,0,1,7,13.6,1.9,0.1%,2020
305,Dareke Young (SEA),0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0%,2022
198,Darius Jennings (FA),2,5,17,8.5,11,0,0,0,0,0,0,8,2.7,0.3,0.0%,2019
